Entity Type,Entity Value,Intent,Replies
leave_type,annual leave,cancellation-violation-return,Sure! All you need to do is notify your manager and submit your leave cancellation on Workday!
leave_type,annual leave,cancellation-violation-return,Of course! Come in to work and ensure that your manager is notified!
leave_type,annual leave,conditions-process-encashresignation,"Leave encashment will depend on your unutilized annual leave balance as of your last employment date. You can only encash annual leaves only, nothing else."
leave_type,annual leave,conditions-process-encashresignation,"Yes you may, but it depends on your annual leave balance and you can only encash annual leaves."
leave_type,annual leave,conditions-process-encashresignation,Your unutilized annual leave balance will be encashed in the following month after your last employment date (normal resignation). You can only encash annual leaves.
leave_type,annual leave,conditions-system-resignationbalance,"Yes, please follow the Workday resignation process, there is annual leave balance simulator which you can use to determine how many you have left."
leave_type,annual leave,conditions-system-resignationbalance,"Yes, if you follow the resignation process, you will come across an annual leave balance simulator whic you can use to calculate your balance."
leave_type,annual leave,conditions-system-resignationbalance,"An annual leave balance simulator is prepared for you when you resign, just follow the process on Workday and you will be fine!"
leave_type,annual leave,conditions-system-offline,"Thanks for letting us know! Please get your immediate manager's email approval first, and update it later once Workday is back up."
leave_type,annual leave,conditions-system-offline,"Then you may get an email approval, but please update it on Workday later."
leave_type,annual leave,conditions-system-offline,"That is inconvenient. Please get an email approval, and update Workday once it is back up."
leave_type,compassionate leave,description-definition-what,"Compassionate leave is granted to employees in event of death of spouse, child, parent or parent in law siblings or grandparents."
leave_type,compassionate leave,description-definition-what,Compassionate leave is paid time off for you to take time to collect yourself in event of a lost of a love one.
leave_type,compassionate leave,description-definition-what,This is a special leave taken by employees who recently suffered the lost of a love one.
leave_type,compassionate leave,description-system-fullpolicy,You can find the full policy on WOW Portal
leave_type,compassionate leave,description-system-fullpolicy,Please download the policy on WOW Portal
leave_type,compassionate leave,description-system-fullpolicy,"Go to WOW Portal, click on the HR page and click on policies to get all the policies"
leave_type,compassionate leave,description-system-fullpolicy,"An updated version of the policy is in WOW Portal, in the HR section."
leave_type,compassionate leave,description-others-policyowner,"The owner of the policy is the Rewards Team in HR, you may speak to your HRG or HRBP for more info."
leave_type,compassionate leave,description-others-policyowner,"The Rewards Team in HR is the one who wrote the policies, if you want more information, please speak to your HRG and HRBP"
leave_type,compassionate leave,description-others-policyowner,"You may ask me any questions about it, but if I am unable to answer you, you may speak to your HRBP or HRG. For your info, HR Rewards team is the owner of the policy,"
leave_type,compassionate leave,description-others-policyowner,"I am here to help! Ask em anything! Othewise, speak to your HRG or HRBP, or reach out to the owners of the policy, the HR Rewards team."
leave_type,compassionate leave,description-others-policyowner,"Feel free to ask me questions and I'll do my best to answer you! Otherwise, speak to the HR Rewards team or your HRBP or HRG."
leave_type,compassionate leave,description-others-policyowner,"You're lucky! I can assist you :) What do you need? I will do my best to serve you, otherwise, speak to your HRBP or HRG or the HR Rewards team."
leave_type,compassionate leave,entitlement-process-carryforward,You may not carry forward compassionate leave.
leave_type,compassionate leave,entitlement-process-carryforward,"I am sorry, we do not allow the carry forward of compassionate leave."
leave_type,compassionate leave,entitlement-process-carryforward,Compassionate leave cannot be carried forward.
leave_type,compassionate leave,entitlement-process-carryforward,We do not have the option to carry forward compassionate leave.
leave_type,compassionate leave,entitlement-process-encash,"Unfortunately, you cannot encash your compassionate leave."
leave_type,compassionate leave,entitlement-process-encash,Encashment of compassionate leaves are not allowed
leave_type,compassionate leave,entitlement-process-encash,"Sorry, you may not encash your compassionate leave."
leave_type,compassionate leave,entitlement-process-encash,"Compassionate leaves are not tradable for cash, if you do not use them, they are recycled for next year."
leave_type,compassionate leave,entitlement-process-exhausted,"If your annual leave is also already out, your only option is to apply for unpaid leave after speaking to your manager. Deduction will be made via payroll."
leave_type,compassionate leave,entitlement-process-exhausted,"Finish up your annual leaves first, otherwise speak to your manager and apply for unpaid leave! Note that deductions will be made through your monthly payroll. They would be able to help you out right away."
